product_id,purchase_price_value,purchase_order_date,purchases_order_time
1689354,120,8/29/2022,16:27:08
1689354,120,8/29/2022,16:27:08
1689354,120,5/16/2022,1:20:58
1689354,120,5/16/2022,1:20:58
1679943,1,12/8/2021,22:52:17
1679943,1,12/8/2021,22:52:17
2308975,1473.5,2/10/2023,21:05:58
2308975,1473.5,2/10/2023,21:05:58
2308975,1473.5,2/10/2023,21:05:58
2308975,1473.5,2/10/2023,21:05:58
2308975,1473.5,2/10/2023,21:19:42
2308975,1473.5,2/10/2023,21:19:42
2308975,1473.5,2/10/2023,21:19:42
2308975,1473.5,2/10/2023,21:19:42
2308975,1473.5,2/12/2023,14:51:55
2308975,1473.5,2/12/2023,14:51:55
2308975,1473.5,2/12/2023,14:51:55
2308975,1473.5,2/12/2023,14:51:55
2308975,1473.5,2/5/2023,23:48:27
2308975,1473.5,2/5/2023,23:48:27
2308975,1473.5,2/5/2023,23:48:27
2308975,1473.5,2/5/2023,23:48:27
2308975,1473.5,2/11/2023,13:42:10
2308975,1473.5,2/11/2023,13:42:10
2308975,1473.5,2/11/2023,13:42:10
2308975,1473.5,2/11/2023,13:42:10
2308975,1473.5,2/11/2023,10:32:42
2308975,1473.5,2/11/2023,10:32:42
2308975,1473.5,2/11/2023,10:32:42
2308975,1473.5,2/11/2023,10:32:42
2308975,1473.5,2/12/2023,13:32:48
2308975,1473.5,2/12/2023,13:32:48
2308975,1473.5,2/12/2023,13:32:48
2308975,1473.5,2/12/2023,13:32:48
2308975,1473.5,2/10/2023,21:01:18
2308975,1473.5,2/10/2023,21:01:18
2308975,1473.5,2/10/2023,21:01:18
2308975,1473.5,2/10/2023,21:01:18
2308975,1473.5,2/12/2023,19:30:36
2308975,1473.5,2/12/2023,19:30:36
2308975,1473.5,2/12/2023,19:30:36
2308975,1473.5,2/12/2023,19:30:36
2308975,1473.5,2/10/2023,21:03:54
2308975,1473.5,2/10/2023,21:03:54
2308975,1473.5,2/10/2023,21:03:54
2308975,1473.5,2/10/2023,21:03:54
2308975,1473.5,2/12/2023,19:43:03
2308975,1473.5,2/12/2023,19:43:03
2308975,1473.5,2/12/2023,19:43:03
2308975,1473.5,2/12/2023,19:43:03
2308975,1473.5,2/11/2023,18:08:35
2308975,1473.5,2/11/2023,18:08:35
2308975,1473.5,2/11/2023,18:08:35
2308975,1473.5,2/11/2023,18:08:35
2308975,1473.5,2/11/2023,18:27:39
2308975,1473.5,2/11/2023,18:27:39
2308975,1473.5,2/11/2023,18:27:39
2308975,1473.5,2/11/2023,18:27:39
2308975,1473.5,2/10/2023,21:21:49
2308975,1473.5,2/10/2023,21:21:49
2308975,1473.5,2/10/2023,21:21:49
2308975,1473.5,2/10/2023,21:21:49
2308975,1473.5,2/11/2023,10:34:08
2308975,1473.5,2/11/2023,10:34:08
2308975,1473.5,2/11/2023,10:34:08
2308975,1473.5,2/11/2023,10:34:08
2308975,1473.5,2/10/2023,23:48:49
2308975,1473.5,2/10/2023,23:48:49
2308975,1473.5,2/10/2023,23:48:49
2308975,1473.5,2/10/2023,23:48:49
2308975,1473.5,2/12/2023,12:27:41
2308975,1473.5,2/12/2023,12:27:41
2308975,1473.5,2/12/2023,12:27:41
2308975,1473.5,2/12/2023,12:27:41
2308975,1473.5,2/12/2023,20:38:08
2308975,1473.5,2/12/2023,20:38:08
2308975,1473.5,2/12/2023,20:38:08
2308975,1473.5,2/12/2023,20:38:08
2308975,1473.5,2/10/2023,20:40:16
2308975,1473.5,2/10/2023,20:40:16
2308975,1473.5,2/10/2023,20:40:16
2308975,1473.5,2/10/2023,20:40:16
2308975,1473.5,2/10/2023,22:57:12
2308975,1473.5,2/10/2023,22:57:12
2308975,1473.5,2/10/2023,22:57:12
2308975,1473.5,2/10/2023,22:57:12
2308975,2947,2/11/2023,19:36:00
2308975,2947,2/11/2023,19:36:00
2308975,2947,2/11/2023,19:36:00
2308975,2947,2/11/2023,19:36:00
2308975,2947,2/5/2023,20:19:17
2308975,2947,2/5/2023,20:19:17
2308975,2947,2/5/2023,20:19:17
2308975,2947,2/5/2023,20:19:17
2308975,2947,2/13/2023,18:22:00
2308975,2947,2/13/2023,18:22:00
2308975,2947,2/13/2023,18:22:00
2308975,2947,2/13/2023,18:22:00
2308975,2947,2/6/2023,13:04:40
2308975,2947,2/6/2023,13:04:40
2308975,2947,2/6/2023,13:04:40
2308975,2947,2/6/2023,13:04:40
2308975,2947,2/16/2023,5:38:04
2308975,2947,2/16/2023,5:38:04
2308975,2947,2/16/2023,5:38:04
2308975,2947,2/16/2023,5:38:04
2308975,2947,2/13/2023,11:46:16
2308975,2947,2/13/2023,11:46:16
2308975,2947,2/13/2023,11:46:16
2308975,2947,2/13/2023,11:46:16
2308975,2947,2/10/2023,21:45:03
2308975,2947,2/10/2023,21:45:03
2308975,2947,2/10/2023,21:45:03
2308975,2947,2/10/2023,21:45:03
2308975,2947,2/11/2023,1:17:38
2308975,2947,2/11/2023,1:17:38
2308975,2947,2/11/2023,1:17:38
2308975,2947,2/11/2023,1:17:38
2308975,2947,2/10/2023,23:07:13
2308975,2947,2/10/2023,23:07:13
2308975,2947,2/10/2023,23:07:13
2308975,2947,2/10/2023,23:07:13
2308975,2947,2/10/2023,21:49:36
2308975,2947,2/10/2023,21:49:36
2308975,2947,2/10/2023,21:49:36
2308975,2947,2/10/2023,21:49:36
2308975,2947,2/12/2023,13:46:20
2308975,2947,2/12/2023,13:46:20
2308975,2947,2/12/2023,13:46:20
2308975,2947,2/12/2023,13:46:20
2308975,2947,2/10/2023,22:22:58
2308975,2947,2/10/2023,22:22:58
2308975,2947,2/10/2023,22:22:58
2308975,2947,2/10/2023,22:22:58
2308975,2947,2/10/2023,22:23:51
2308975,2947,2/10/2023,22:23:51
2308975,2947,2/10/2023,22:23:51
2308975,2947,2/10/2023,22:23:51
2308975,2947,2/11/2023,0:16:43
2308975,2947,2/11/2023,0:16:43
2308975,2947,2/11/2023,0:16:43
2308975,2947,2/11/2023,0:16:43
2308975,2947,2/10/2023,22:22:08
2308975,2947,2/10/2023,22:22:08
2308975,2947,2/10/2023,22:22:08
2308975,2947,2/10/2023,22:22:08
2308975,2947,2/10/2023,23:34:04
2308975,2947,2/10/2023,23:34:04
2308975,2947,2/10/2023,23:34:04
2308975,2947,2/10/2023,23:34:04
2308975,2947,2/10/2023,23:16:52
2308975,2947,2/10/2023,23:16:52
2308975,2947,2/10/2023,23:16:52
2308975,2947,2/10/2023,23:16:52
2308975,2947,2/10/2023,22:23:11
2308975,2947,2/10/2023,22:23:11
2308975,2947,2/10/2023,22:23:11
2308975,2947,2/10/2023,22:23:11
2308975,2947,2/10/2023,23:22:52
2308975,2947,2/10/2023,23:22:52
2308975,2947,2/10/2023,23:22:52
2308975,2947,2/10/2023,23:22:52
2308975,2947,2/10/2023,23:31:04
2308975,2947,2/10/2023,23:31:04
2308975,2947,2/10/2023,23:31:04
2308975,2947,2/10/2023,23:31:04
2308975,2947,2/13/2023,18:49:24
2308975,2947,2/13/2023,18:49:24
2308975,2947,2/13/2023,18:49:24
2308975,2947,2/13/2023,18:49:24
2308975,2947,2/10/2023,21:50:01
2308975,2947,2/10/2023,21:50:01
2308975,2947,2/10/2023,21:50:01
2308975,2947,2/10/2023,21:50:01
2308975,2947,2/10/2023,22:23:20
2308975,2947,2/10/2023,22:23:20
2308975,2947,2/10/2023,22:23:20
2308975,2947,2/10/2023,22:23:20
2308975,2947,2/10/2023,22:42:42
2308975,2947,2/10/2023,22:42:42
2308975,2947,2/10/2023,22:42:42
2308975,2947,2/10/2023,22:42:42
2308975,2947,2/11/2023,23:02:28
2308975,2947,2/11/2023,23:02:28
2308975,2947,2/11/2023,23:02:28
2308975,2947,2/11/2023,23:02:28
2308975,2947,2/11/2023,18:24:52
2308975,2947,2/11/2023,18:24:52
2308975,2947,2/11/2023,18:24:52
2308975,2947,2/11/2023,18:24:52
2308975,2947,2/10/2023,23:06:31
2308975,2947,2/10/2023,23:06:31
2308975,2947,2/10/2023,23:06:31
2308975,2947,2/10/2023,23:06:31
2308975,2947,2/15/2023,15:19:19
2308975,2947,2/15/2023,15:19:19
2308975,2947,2/15/2023,15:19:19
2308975,2947,2/15/2023,15:19:19
2308975,2947,2/11/2023,1:06:19
2308975,2947,2/11/2023,1:06:19
2308975,2947,2/11/2023,1:06:19
2308975,2947,2/11/2023,1:06:19
2308975,2947,2/11/2023,18:20:38
2308975,2947,2/11/2023,18:20:38
2308975,2947,2/11/2023,18:20:38
2308975,2947,2/11/2023,18:20:38
2308975,2947,2/11/2023,0:42:53
2308975,2947,2/11/2023,0:42:53
2308975,2947,2/11/2023,0:42:53
2308975,2947,2/11/2023,0:42:53
2308975,2947,2/12/2023,20:48:05
2308975,2947,2/12/2023,20:48:05
2308975,2947,2/12/2023,20:48:05
2308975,2947,2/12/2023,20:48:05
2308975,2947,2/12/2023,22:35:48
2308975,2947,2/12/2023,22:35:48
2308975,2947,2/12/2023,22:35:48
2308975,2947,2/12/2023,22:35:48
2308975,2947,2/11/2023,12:48:04
2308975,2947,2/11/2023,12:48:04
2308975,2947,2/11/2023,12:48:04
2308975,2947,2/11/2023,12:48:04
2308975,2947,2/11/2023,0:32:58
2308975,2947,2/11/2023,0:32:58
2308975,2947,2/11/2023,0:32:58
2308975,2947,2/11/2023,0:32:58
2308975,2947,2/11/2023,13:35:23
2308975,2947,2/11/2023,13:35:23
2308975,2947,2/11/2023,13:35:23
2308975,2947,2/11/2023,13:35:23
2308975,2947,2/10/2023,22:12:05
2308975,2947,2/10/2023,22:12:05
2308975,2947,2/10/2023,22:12:05
2308975,2947,2/10/2023,22:12:05
2308975,2947,2/13/2023,11:59:11
2308975,2947,2/13/2023,11:59:11
2308975,2947,2/13/2023,11:59:11
2308975,2947,2/13/2023,11:59:11
2308975,2947,2/11/2023,0:43:04
2308975,2947,2/11/2023,0:43:04
2308975,2947,2/11/2023,0:43:04
2308975,2947,2/11/2023,0:43:04
2308975,2947,2/10/2023,18:15:53
2308975,2947,2/10/2023,18:15:53
2308975,2947,2/10/2023,18:15:53
2308975,2947,2/10/2023,18:15:53
2308975,2947,2/11/2023,15:43:51
2308975,2947,2/11/2023,15:43:51
2308975,2947,2/11/2023,15:43:51
2308975,2947,2/11/2023,15:43:51
2308975,2947,2/12/2023,21:11:01
2308975,2947,2/12/2023,21:11:01
2308975,2947,2/12/2023,21:11:01
2308975,2947,2/12/2023,21:11:01
2308975,2947,2/11/2023,18:32:50
2308975,2947,2/11/2023,18:32:50
2308975,2947,2/11/2023,18:32:50
2308975,2947,2/11/2023,18:32:50
2308975,2947,2/14/2023,18:21:40
2308975,2947,2/14/2023,18:21:40
2308975,2947,2/14/2023,18:21:40
2308975,2947,2/14/2023,18:21:40
2308975,2947,2/11/2023,10:16:47
2308975,2947,2/11/2023,10:16:47
2308975,2947,2/11/2023,10:16:47
2308975,2947,2/11/2023,10:16:47
2308975,2947,2/11/2023,10:39:59
2308975,2947,2/11/2023,10:39:59
2308975,2947,2/11/2023,10:39:59
2308975,2947,2/11/2023,10:39:59
2308975,2947,2/11/2023,20:42:40
2308975,2947,2/11/2023,20:42:40
2308975,2947,2/11/2023,20:42:40
2308975,2947,2/11/2023,20:42:40
2308975,2947,2/10/2023,22:21:05
2308975,2947,2/10/2023,22:21:05
2308975,2947,2/10/2023,22:21:05
2308975,2947,2/10/2023,22:21:05
2308975,2947,2/10/2023,22:44:28
2308975,2947,2/10/2023,22:44:28
2308975,2947,2/10/2023,22:44:28
2308975,2947,2/10/2023,22:44:28
2308975,2947,2/13/2023,1:03:25
2308975,2947,2/13/2023,1:03:25
2308975,2947,2/13/2023,1:03:25
2308975,2947,2/13/2023,1:03:25
2308975,2947,2/10/2023,21:43:21
2308975,2947,2/10/2023,21:43:21
2308975,2947,2/10/2023,21:43:21
2308975,2947,2/10/2023,21:43:21
2308975,2947,2/15/2023,15:20:48
2308975,2947,2/15/2023,15:20:48
2308975,2947,2/15/2023,15:20:48
2308975,2947,2/15/2023,15:20:48
2308975,2947,2/11/2023,9:52:49
2308975,2947,2/11/2023,9:52:49
2308975,2947,2/11/2023,9:52:49
2308975,2947,2/11/2023,9:52:49
2308975,2947,2/13/2023,1:04:17
2308975,2947,2/13/2023,1:04:17
2308975,2947,2/13/2023,1:04:17
2308975,2947,2/13/2023,1:04:17
1816948,248.5,12/21/2021,14:11:18
1816948,248.5,12/21/2021,14:11:18
1816948,248.5,1/22/2022,17:20:32
1816948,248.5,1/22/2022,17:20:32
1816948,497,12/19/2021,16:31:48
1816948,497,12/19/2021,16:31:48
1816948,497,12/21/2021,13:50:18
1816948,497,12/21/2021,13:50:18
1816948,497,12/21/2021,9:29:07
1816948,497,12/21/2021,9:29:07
1816948,497,12/22/2021,22:53:38
1816948,497,12/22/2021,22:53:38
1816948,497,12/22/2021,23:35:31
1816948,497,12/22/2021,23:35:31
1816948,497,12/17/2021,1:01:47
1816948,497,12/17/2021,1:01:47
1816948,497,12/21/2021,10:52:52
1816948,497,12/21/2021,10:52:52
1816948,497,12/22/2021,22:45:42
1816948,497,12/22/2021,22:45:42
1816948,497,12/22/2021,22:50:04
1816948,497,12/22/2021,22:50:04
1816948,497,12/22/2021,23:34:19
1816948,497,12/22/2021,23:34:19
1816948,497,12/22/2021,22:48:23
1816948,497,12/22/2021,22:48:23
1816948,497,12/22/2021,22:44:59
1816948,497,12/22/2021,22:44:59
1816948,497,12/22/2021,22:44:22
1816948,497,12/22/2021,22:44:22
1679943,739.25,3/16/2022,1:49:12
1679943,739.25,3/16/2022,1:49:12
2226145,201,10/27/2022,2:30:38
2226145,201,10/27/2022,2:30:38
2226145,1353.5,1/9/2023,14:52:31
2226145,1353.5,1/9/2023,14:52:31
2226145,1353.5,1/9/2023,15:39:57
2226145,1353.5,1/9/2023,15:39:57
2226145,1353.5,1/9/2023,15:41:43
2226145,1353.5,1/9/2023,15:41:43
